Geo Point;Geo Shape;dep;adresse;nomcom;insee;nom_carto;typo_niv3;objectid
48.8670987442, 2.13831989818;"{""coordinates"": [2.138319898175436, 48.867098744204725, -100000.0], ""type"": ""Point""}";78;1 RUE DU GENERAL LECLERC;BOUGIVAL;78092;;Offices du tourisme et syndicats d'initiative;564
48.8969055312, 2.09259272187;"{""coordinates"": [2.092592721869604, 48.896905531194015, -100000.0], ""type"": ""Point""}";78;38 RUE AU PAIN;SAINT-GERMAIN-EN-LAYE;78551;;Offices du tourisme et syndicats d'initiative;578
48.698127977, 2.50545818962;"{""coordinates"": [2.505458189622204, 48.69812797703586, -100000.0], ""type"": ""Point""}";91;2, RUE PHILISBOURG;BRUNOY;91114;;Offices du tourisme et syndicats d'initiative;583
48.7669594016, 2.27741818717;"{""coordinates"": [2.277418187174403, 48.76695940163846, -100000.0], ""type"": ""Point""}";92;26 RUE DR LE SAVOUREUX;CHATENAY MALABRY;92019;;Offices du tourisme et syndicats d'initiative;599
48.9037951641, 2.33848088966;"{""coordinates"": [2.338480889658365, 48.903795164119096, -100000.0], ""type"": ""Point""}";93;7 IMPASSE SIMON;SAINT-OUEN;93070;;Offices du tourisme et syndicats d'initiative;614
48.8360287829, 2.52040713375;"{""coordinates"": [2.520407133745906, 48.83602878285742, -100000.0], ""type"": ""Point""}";94;"6 BIS GRANDE RUE CHARLES 
DE GAULLE";BRY SUR MARNE;94015;;Offices du tourisme et syndicats d'initiative;615
48.7663429277, 2.40739574804;"{""coordinates"": [2.40739574804165, 48.76634292772158, -100000.0], ""type"": ""Point""}";94;6 BIS PLACE DE L EGLISE;CHOISY LE ROI;94022;;Offices du tourisme et syndicats d'initiative;617
48.8345247857, 2.47289724572;"{""coordinates"": [2.472897245718151, 48.8345247856928, -100000.0], ""type"": ""Point""}";94;5, AVENUE DE JOINVILLE;NOGENT SUR MARNE;94052;;Offices du tourisme et syndicats d'initiative;620
48.8449657759, 2.43476382159;"{""coordinates"": [2.434763821586138, 48.84496577592288, -100000.0], ""type"": ""Point""}";94;28 AVENUE DE Paris;VINCENNES;94080;;Offices du tourisme et syndicats d'initiative;621
48.8735306802, 2.33032654015;"{""coordinates"": [2.330326540147666, 48.873530680227624, 0.0], ""type"": ""Point""}";75;boulevard Haussmann, 75009 Paris;Paris;75109;Grands Magasins;Espace de loisirs, espace récréatif;660
48.8866684112, 2.28903221031;"{""coordinates"": [2.289032210307506, 48.88666841122831, 0.0], ""type"": ""Point""}";75;PLACE DE LA PORTE DE CHAMPERRET, 75017 PARIS;PARIS;75117;ESPACE CHAMPERRET;Centre de congrès et parc d'exposition;6
48.8769825615, 2.29707917407;"{""coordinates"": [2.297079174071661, 48.87698256146575, 0.0], ""type"": ""Point""}";75;39 - 41 AVENUE DE WAGRAM, 75017 PARIS;PARIS;75117;SALLE WAGRAM - EUROSITES;Centre de congrès et parc d'exposition;19
48.8474054959, 2.3673512656;"{""coordinates"": [2.367351265602203, 48.84740549590822, -100000.0], ""type"": ""Point""}";75;10 BOULEVARD DE LA BASTILLE;Paris 12EME;75112;La maison Rouge - fondation Antoine de Galbert;Diffusion de l'art (autre que musée);25
48.8375724262, 2.33124485448;"{""coordinates"": [2.331244854482157, 48.83757242621543, -100000.0], ""type"": ""Point""}";75;261 BOULEVARD RASPAIL;Paris 14EME;75114;Fondation Cartier pour l'art contemporain;Diffusion de l'art (autre que musée);35
48.97282514, 2.90481290883;"{""coordinates"": [2.904812908830309, 48.97282513997414, 0.0], ""type"": ""Point""}";77;RUE LAZARE PONTICELLI;MEAUX;77284;Musee de la Grande Guerre;Musée et écomusée;40
48.910373881, 2.33185734025;"{""coordinates"": [2.331857340246913, 48.91037388102908, 0.0], ""type"": ""Point""}";93;33 BD VICTOR HUGO;SAINT-OUEN;93070;Musee Pierre Cardin;Musée et écomusée;51
48.8600381167, 2.35696359913;"{""coordinates"": [2.356963599134157, 48.86003811673927, 0.0], ""type"": ""Point""}";75;60 RUE DES FRANCS-BOURGEOIS - HÔTEL DE SOUBISE;Paris;75103;Archives nationales - musée de l'histoire de france;Musée et écomusée;74
48.8548080264, 2.36606218083;"{""coordinates"": [2.366062180828329, 48.85480802641122, 0.0], ""type"": ""Point""}";75;6 PLACE DES VOSGES - HÔTEL DE ROHAN-GUÉMÉNÉE;Paris;75104;Maison de Victor Hugo;Musée et écomusée;92
48.8465109734, 2.3481324763;"{""coordinates"": [2.348132476302302, 48.84651097339991, 0.0], ""type"": ""Point""}";75;1 PLACE SaintE GENEVIÈVE;Paris;75105;Eglise Saint-Etienne-du-Mont;Site et monument;110
48.8510117641, 2.33486043426;"{""coordinates"": [2.33486043425907, 48.851011764131435, 0.0], ""type"": ""Point""}";75;2 RUE PALATINE;Paris;75106;Eglise Saint-Sulpice;Site et monument;127
48.8456271101, 2.33958782584;"{""coordinates"": [2.33958782584324, 48.84562711009656, 0.0], ""type"": ""Point""}";75;60 BOULEVARD Saint-MICHEL - ECOLE DES MINES DE Paris;Paris;75106;Musée de minéralogie;Musée et écomusée;132
48.8534355909, 2.30201254909;"{""coordinates"": [2.302012549086413, 48.853435590874476, 0.0], ""type"": ""Point""}";75;JARDIN DU CHAMP DE MARS - QUAI BRANLY;Paris;75107;Mur pour la paix;Site et monument;147
48.8599219215, 2.32650970216;"{""coordinates"": [2.326509702163987, 48.85992192154605, 0.0], ""type"": ""Point""}";75;1 RUE DE LA LÉGION D'HONNEUR - ENTRÉE PAR LE PARVIS;Paris;75107;Musée d'Orsay;Musée et écomusée;153
48.8514436102, 2.36990926441;"{""coordinates"": [2.369909264408854, 48.85144361023201, -100000.0], ""type"": ""Point""}";75;120 rue de Lyon;Paris 12ÈME;0;Opéra national de Paris - opéra Bastille;Site et monument;161
48.8498448298, 2.3060954159;"{""coordinates"": [2.306095415904585, 48.8498448297938, 0.0], ""type"": ""Point""}";75;7 PLACE FONTENOY;Paris;75107;Organisation des nations unies;Site et monument;163
48.8660486153, 2.31451714885;"{""coordinates"": [2.314517148845302, 48.86604861526489, 0.0], ""type"": ""Point""}";75;AVENUE WINSTON CHURCHILL;Paris;75108;Petit Palais - musée des beaux-arts de la ville de Paris;Musée et écomusée;177
48.8327109587, 2.389386033;"{""coordinates"": [2.389386033000149, 48.8327109586506, 0.0], ""type"": ""Point""}";75;53 AVENUE DES TERROIRS DE FRANCE - LES PAVILLONS DE BERCY;Paris;75112;Musée des arts forains;Musée et écomusée;195
48.8353171201, 2.37584422115;"{""coordinates"": [2.375844221149129, 48.83531712014798, 0.0], ""type"": ""Point""}";75;43-63 QUAI DE LA GARE;Paris;75113;Caisse de dépôts et consignations;Site et monument;198
48.842971249, 2.31846834073;"{""coordinates"": [2.318468340730553, 48.84297124901475, 0.0], ""type"": ""Point""}";75;18 RUE ANTOINE BOURDELLE;Paris;75115;Musée Bourdelle;Musée et écomusée;214
48.8856079035, 2.34194976469;"{""coordinates"": [2.341949764692021, 48.8856079035392, 0.0], ""type"": ""Point""}";75;27 RUE CHAPPE - EN HAUT DU FUNICULAIRE;Paris;75118;Arènes de montmartre;Site et monument;245
48.8603728259, 2.35234196813;"{""coordinates"": [2.352341968130678, 48.86037282585216, 0.0], ""type"": ""Point""}";75;PIAZZA DU CENTRE GEORGES POMPIDOU;Paris;75104;Atelier Brancusi - Centre Georges Pompidou;Musée et écomusée;261
48.4461703735, 2.60258391869;"{""coordinates"": [2.60258391868594, 48.4461703734652, 0.0], ""type"": ""Point""}";77;92 GRANDE RUE;BARBIZON;77022;Musée départemental de l'ecole de Barbizon;Musée et écomusée;262
48.8536534912, 2.60402291568;"{""coordinates"": [2.604022915676976, 48.853653491232315, 0.0], ""type"": ""Point""}";77;31 RUE DE Paris;CHAMPS-SUR-MARNE;77083;Domaine national de Champs-sur-Marne;Site et monument;264
48.5615721421, 3.29071293674;"{""coordinates"": [3.290712936743362, 48.56157214213959, 0.0], ""type"": ""Point""}";77;7 RUE DU PALAIS;PROVINS;77379;Musée de Provins et du provinois;Musée et écomusée;284
48.8913361703, 2.1648631385;"{""coordinates"": [2.164863138503881, 48.891336170349376, 0.0], ""type"": ""Point""}";78;2 RUE DU BAC - ILE DES IMPRESSIONNISTES;CHATOU;78146;Centre national de l'estampe et de l'art imprimé;Musée et écomusée;289
48.8974280721, 2.09510734076;"{""coordinates"": [2.09510734075872, 48.897428072080245, 0.0], ""type"": ""Point""}";78;PLACE CHARLES DE GAULLE - Château DE Saint-GERMAIN-EN-LAYE;SAINT-GERMAIN-EN-LAYE;78551;Musée d'archéologie nationale;Musée et écomusée;304
48.8927917264, 2.08746710008;"{""coordinates"": [2.087467100084166, 48.892791726381645, 0.0], ""type"": ""Point""}";78;2BIS RUE MAURICE DENIS - BP 60222;SAINT-GERMAIN-EN-LAYE;78551;Musée départemental Maurice Denis le prieuré;Musée et écomusée;305
48.8638458885, 1.79605593762;"{""coordinates"": [1.796055937624183, 48.86384588851816, 0.0], ""type"": ""Point""}";78;Château DE THOIRY;THOIRY;78616;Château de Thoiry;Site et monument;308
48.6464409142, 1.79837321172;"{""coordinates"": [1.798373211720804, 48.64644091417021, 0.0], ""type"": ""Point""}";78;BERGERIE NATINALE, RAMBOUILLET;RAMBOUILLET;78517;Bergerie nationale;Musée et écomusée;317
48.8057347082, 2.23154436071;"{""coordinates"": [2.231544360711569, 48.805734708242845, 0.0], ""type"": ""Point""}";92;5 PLACE JULES JANSSEN;MEUDON;92048;Observatoire de Meudon;Site et monument;338
48.891335197, 2.23820905232;"{""coordinates"": [2.23820905231625, 48.891335196988564, 0.0], ""type"": ""Point""}";92;1 PARVIS DE LA DÉFENSE - TOIT DE LA GRANDE ARCHE DE LA DÉFENSE;Paris-LA DEFENSE;92062;Musée de l'informatique;Musée et écomusée;339
48.8626259757, 2.54572386988;"{""coordinates"": [2.545723869877251, 48.862625975679116, 0.0], ""type"": ""Point""}";93;202 AVENUE JEAN-JAURÈS - SERHEP;NEUILLY-SUR-MARNE;93050;Musée d’art et d’histoire de la psychiatrie;Musée et écomusée;348
48.924596851, 2.36031341741;"{""coordinates"": [2.360313417411453, 48.924596850991996, 0.0], ""type"": ""Point""}";93;ZAC DU CORNILLON NORD;SAINT-DENIS;93066;Stade de France;Site et monument;351
48.9038302014, 2.33842765511;"{""coordinates"": [2.338427655114273, 48.90383020143852, 0.0], ""type"": ""Point""}";93;7 IMPASSE SIMON - OFFICE DE TOURISME DE Saint-OUEN;SAINT-OUEN;93070;Puces de Paris Saint-Ouen;Espace de loisirs, espace récréatif;352
48.7049661038, 1.98591660666;"{""coordinates"": [1.985916606661318, 48.70496610380424, 0.0], ""type"": ""Point""}";78;Château DE DAMPIERRE;DAMPIERRE-EN-YVELINES;78193;Ecuries du Château de Dampierre;Site et monument;398
48.8314491848, 2.11212723894;"{""coordinates"": [2.112127238944058, 48.831449184784155, 0.0], ""type"": ""Point""}";78;30 ROUTE DE VERSAILLES;ROCQUENCOURT;78524;Arboretum national de Chèvreloup;Espace de loisirs, espace récréatif;416
48.8791260385, 2.31241847412;"{""coordinates"": [2.312418474122914, 48.87912603854124, 0.0], ""type"": ""Point""}";75;63 RUE DE MONCEAU;Paris;75108;Musée Nissim de Camondo;Musée et écomusée;425
48.8423522084, 2.27227790998;"{""coordinates"": [2.272277909975569, 48.84235220836925, 0.0], ""type"": ""Point""}";75;PARC ANDRÉ CITROËN;Paris;75115;Escale de Javel-bas, parc André Citroën;Haltes, escales ou ports fluviaux de plaisance;434
49.0801682219, 1.63376895786;"{""coordinates"": [1.63376895786175, 49.08016822186719, 0.0], ""type"": ""Point""}";95;ESCALE DE LA ROCHE GUYON;ROCHE-GUYON (LA);95523;Escale de la Roche Guyon;Haltes, escales ou ports fluviaux de plaisance;439
48.7032446358, 2.40304717067;"{""coordinates"": [2.403047170674905, 48.70324463581897, 0.0], ""type"": ""Point""}";91;RUE HENRI ROSSIGNOL;VIGNEUX-SUR-SEINE;91657;Port premier Paris - sud;Haltes, escales ou ports fluviaux de plaisance;476
48.5364230712, 2.656128393;"{""coordinates"": [2.65612839300007, 48.53642307116131, 0.0], ""type"": ""Point""}";77;;MELUN;77288;Port de la Reine Blanche;Haltes, escales ou ports fluviaux de plaisance;484
48.4247045128, 2.74533382454;"{""coordinates"": [2.745333824542114, 48.424704512842844, 0.0], ""type"": ""Point""}";77;1 RUE DU PORT DE VALVINS;AVON;77014;Port Stéphane Mallarmé;Haltes, escales ou ports fluviaux de plaisance;491
48.9463101207, 2.68933074825;"{""coordinates"": [2.689330748253582, 48.94631012074103, 0.0], ""type"": ""Point""}";77;;CLAYE-SOUILLY;77118;Halte de Claye-Souilly;Haltes, escales ou ports fluviaux de plaisance;495
49.0297400729, 3.03514686375;"{""coordinates"": [3.03514686374743, 49.02974007287058, 0.0], ""type"": ""Point""}";77;;LIZY-SUR-OURCQ;77257;Halte de Lizy-sur-Ourcq;Haltes, escales ou ports fluviaux de plaisance;500
48.3871038613, 2.80419800707;"{""coordinates"": [2.804198007070013, 48.387103861267846, 0.0], ""type"": ""Point""}";77;15 BIS QUAI DE LA SEINE;Saint-MAMMES;77419;Port de plaisance de Saint-Mammès;Haltes, escales ou ports fluviaux de plaisance;505
49.0281475305, 1.63041199586;"{""coordinates"": [1.630411995861829, 49.02814753051184, 0.0], ""type"": ""Point""}";78;PORT DE L'ILON;SAINT-MARTIN-LA-GARENNE;78567;Port de l'Ilon;Haltes, escales ou ports fluviaux de plaisance;518
48.9817701205, 1.99815806934;"{""coordinates"": [1.998158069337826, 48.981770120518355, 0.0], ""type"": ""Point""}";78;5 QUAI ARISTIDE BRIAND;TRIEL-SUR-SEINE;78624;"""mallard"" chantier plaisance";Haltes, escales ou ports fluviaux de plaisance;519
48.9114938153, 2.30157756686;"{""coordinates"": [2.301577566857958, 48.91149381533595, 0.0], ""type"": ""Point""}";92;2 QUAI AULAGNIER;ASNIERES-SUR-SEINE;92004;Port Van Gogh;Haltes, escales ou ports fluviaux de plaisance;525
48.8181882782, 2.47110392139;"{""coordinates"": [2.471103921391617, 48.8181882781654, 0.0], ""type"": ""Point""}";94;2 QUAI GABRIEL PERI;JOINVILLE-LE-PONT;94042;Port de Joinville-le-Pont;Haltes, escales ou ports fluviaux de plaisance;531
48.9888584231, 2.10112841598;"{""coordinates"": [2.101128415979356, 48.98885842313021, 0.0], ""type"": ""Point""}";78;;CONFLANS-SAINTE-HONORINE;78172;"""boat paradise"" port de plaisance";Haltes, escales ou ports fluviaux de plaisance;538
48.9496731076, 3.12974546245;"{""coordinates"": [3.129745462453917, 48.949673107625976, -100000.0], ""type"": ""Point""}";77;34 RUE DES PELLETIERS;LA FERTE SOUS JOUARRE;77183;;Offices du tourisme et syndicats d'initiative;552
48.3733822943, 2.81480271815;"{""coordinates"": [2.814802718154461, 48.37338229434484, -100000.0], ""type"": ""Point""}";77;4 BIS PLACE DE SAMOIS;MORET SUR LOING;77316;;Offices du tourisme et syndicats d'initiative;558
48.2662086516, 2.69663529854;"{""coordinates"": [2.696635298536036, 48.26620865155107, -100000.0], ""type"": ""Point""}";77;16 RUE GASTON DARLEY;NEMOURS;77333;;Offices du tourisme et syndicats d'initiative;559
48.7829223347, 2.04428799279;"{""coordinates"": [2.044287992792616, 48.782922334736234, -100000.0], ""type"": ""Point""}";78;3 PLACE ROBERT SCHUMAN MONTIGNY LE BRETONNEUX;MONTIGNY LE BRETONNEUX;78423;;Offices du tourisme et syndicats d'initiative;577
48.6094672419, 2.30439814821;"{""coordinates"": [2.30439814821462, 48.609467241883436, -100000.0], ""type"": ""Point""}";91;3 RUE DU GENERAL LECLERC;BRETIGNY SUR ORGE;91103;;Offices du tourisme et syndicats d'initiative;582
48.8024822374, 2.2637764371;"{""coordinates"": [2.263776437096148, 48.802482237412505, -100000.0], ""type"": ""Point""}";92;22, RUE PAUL VAILLANT COUTURIER;CLAMART;92023;;Offices du tourisme et syndicats d'initiative;600
48.8470091322, 2.55296899737;"{""coordinates"": [2.552968997367618, 48.84700913219356, -100000.0], ""type"": ""Point""}";93;34 AVENUE ARISTIDE BRIAND;NOISY LE GRAND;93051;;Offices du tourisme et syndicats d'initiative;611
49.0184776442, 2.37974164178;"{""coordinates"": [2.379741641777075, 49.01847764419562, -100000.0], ""type"": ""Point""}";95;"MANOIR DES TOURELLES
1 PLACE DE L EGLISE";ECOUEN;95205;;Offices du tourisme et syndicats d'initiative;624
48.9875733004, 2.31957786458;"{""coordinates"": [2.319577864580416, 48.987573300392675, -100000.0], ""type"": ""Point""}";95;3 PLACE Château GAILLARD;MONTMORENCY;95428;;Offices du tourisme et syndicats d'initiative;630
48.8645715552, 2.29681693406;"{""coordinates"": [2.296816934063223, 48.86457155524732, 0.0], ""type"": ""Point""}";75;13 AVENUE DU PRÉSIDENT WILSON;Paris;75116;Palais de Tokyo, site de création contemporaine;Musée et écomusée;645
48.761070363, 3.2882816646;"{""coordinates"": [3.288281664598237, 48.76107036298339, -100000.0], ""type"": ""Point""}";77;Ancien Chemin de Choisy;LA FERTE GAUCHER;77182;Aerosphalte - loisirs mécaniques;Espace de loisirs, espace récréatif;654
48.8295769635, 1.9810467747;"{""coordinates"": [1.981046774697825, 48.82957696353158, 0.0], ""type"": ""Point""}";78;1, avenue du Président Kenedy;LES CLAYES-SOUS-BOIS;78165;One nation Paris;Espace de loisirs, espace récréatif;665
48.8921361647, 2.24000922979;"{""coordinates"": [2.240009229786161, 48.89213616468635, 0.0], ""type"": ""Point""}";92;2 PLACE DE LA DÉFENSE, PARIS LA DÉFENSE;PUTEAUX;92062;CNIT PARIS LA DÉFENSE;Centre de congrès et parc d'exposition;4
48.8548777929, 2.35915682718;"{""coordinates"": [2.359156827180822, 48.85487779287601, -100000.0], ""type"": ""Point""}";75;5 RUE DE FOURCY;Paris 4EME;75104;Maison européenne de la photographie - ville de Paris, mep;Diffusion de l'art (autre que musée);31
49.0042257362, 2.53679291578;"{""coordinates"": [2.536792915783401, 49.00422573619892, 0.0], ""type"": ""Point""}";93;2 ROUTE DU NOYER AU CHAT;TREMBLAY-EN-FRANCE;93073;Maison de l'Environnement;Musée et écomusée;43
48.7445018238, 2.01633955327;"{""coordinates"": [2.016339553267623, 48.744501823774684, 0.0], ""type"": ""Point""}";78;ROUTE DES GRANGES;MAGNY-LES-HAMEAUX;78356;Ancienne abbaye de Port Royal des Champs;Site et monument;48
48.8149132621, 1.83243757909;"{""coordinates"": [1.832437579085012, 48.81491326208911, 0.0], ""type"": ""Point""}";78;15 RUE DE LA MAIRIE;VICQ;78653;Musee internation d'art naîf;Musée et écomusée;49
48.8995971199, 2.2681517832;"{""coordinates"": [2.268151783196364, 48.899597119944836, 0.0], ""type"": ""Point""}";92;142 BD Saint DENIS - PARC DE BECON;COURBEVOIE;92026;Le pavillon des Indes;Site et monument;56
48.8632648477, 2.33270320477;"{""coordinates"": [2.332703204767729, 48.863264847708336, 0.0], ""type"": ""Point""}";75;107 RUE DE RIVOLI - LES ARTS DÉCORATIFS;Paris;75101;Musée de la mode et du textile;Musée et écomusée;66
48.8637765681, 2.32265676342;"{""coordinates"": [2.322656763423757, 48.86377656805706, 0.0], ""type"": ""Point""}";75;JARDIN DES TUILERIES;Paris;75101;Musée de l'orangerie;Musée et écomusée;68
48.8639709692, 2.36156671209;"{""coordinates"": [2.361566712092817, 48.86397096916968, 0.0], ""type"": ""Point""}";75;2 RUE EUGÈNE SPULLER;Paris;75103;Mairie du 3e;Site et monument;76
48.8581237089, 2.36182173461;"{""coordinates"": [2.361821734612208, 48.85812370885304, 0.0], ""type"": ""Point""}";75;8 RUE ELZÉVIR - MUSÉE DU XVIIIÈ DE LA VILLE DE Paris;Paris;75103;Musée Cognacq-Jay;Musée et écomusée;78
48.8613669056, 2.35843641783;"{""coordinates"": [2.358436417825511, 48.86136690564092, 0.0], ""type"": ""Point""}";75;62 RUE DES ARCHIVES - HÔTEL DE MONGELAS;Paris;75103;Musée de la chasse et de la nature;Musée et écomusée;80
48.8660906058, 2.35541895313;"{""coordinates"": [2.355418953132986, 48.86609060576926, 0.0], ""type"": ""Point""}";75;60 RUE RÉAUMUR;Paris;75103;Musée des arts et métiers;Musée et écomusée;82
48.8605100459, 2.35244570795;"{""coordinates"": [2.352445707952892, 48.86051004587767, 0.0], ""type"": ""Point""}";75;PLACE GEORGES POMPIDOU;Paris;75104;Centre Pompidou;Site et monument;86
48.8536137917, 2.34764420542;"{""coordinates"": [2.347644205420506, 48.85361379165216, 0.0], ""type"": ""Point""}";75;1 PLACE DU PARVIS DE ND;Paris;75104;Crypte archéologique du parvis de ND de Paris;Site et monument;87
48.8450547584, 2.35282977947;"{""coordinates"": [2.352829779471773, 48.84505475838485, 0.0], ""type"": ""Point""}";75;49 RUE MONGE ET RUE DE NAVARRE;Paris;75105;Arènes de lutèce;Site et monument;106
48.8418973212, 2.35522406458;"{""coordinates"": [2.355224064575895, 48.84189732124896, 0.0], ""type"": ""Point""}";75;2 BIS PLACE DU PUITS DE L'ERMITE;Paris;75105;Mosquée de Paris;Site et monument;114
48.844221682, 2.34478548282;"{""coordinates"": [2.344785482823709, 48.844221682037684, 0.0], ""type"": ""Point""}";75;11 RUE PIERRE ET MARIE CURIE;Paris;75105;Musée Curie;Musée et écomusée;115
48.8463050337, 2.34562448244;"{""coordinates"": [2.345624482437729, 48.846305033735185, 0.0], ""type"": ""Point""}";75;PLACE DU PANTHÉON;Paris;75105;Panthéon;Site et monument;123
48.861317297, 2.31974870708;"{""coordinates"": [2.319748707076137, 48.86131729703737, 0.0], ""type"": ""Point""}";75;121 RUE DE LILLE;Paris;75107;Fondation Custodia;Musée et écomusée;145
48.8626293725, 2.30253865216;"{""coordinates"": [2.30253865216478, 48.86262937247169, 0.0], ""type"": ""Point""}";75;PONT DE L'ALMA - FACE AU 93 QUAI D'ORSAY;Paris;75107;Musée des égouts de Paris;Musée et écomusée;151
48.8558648984, 2.31344882361;"{""coordinates"": [2.313448823614885, 48.855864898359734, 0.0], ""type"": ""Point""}";75;HÔTEL NATIONAL DES INVALIDES;Paris;75107;Musée des plans-reliefs;Musée et écomusée;152
48.7336972221, 2.29033215427;"{""coordinates"": [2.290332154267208, 48.73369722208547, -100000.0], ""type"": ""Point""}";91;1 place de France;MASSY;0;Opéra de Massy;Diffusion du spectacle vivant;157
48.8622907209, 2.30662148389;"{""coordinates"": [2.306621483894548, 48.862290720905136, 0.0], ""type"": ""Point""}";75;65 QUAI D'ORSAY;Paris;75107;The American Church in Paris;Site et monument;164
48.8654594177, 2.32122499526;"{""coordinates"": [2.321224995263475, 48.8654594176596, 0.0], ""type"": ""Point""}";75;PLACE DE LA CONCORDE;Paris;75108;Place de la Concorde;Site et monument;169
48.8662506313, 2.31253650689;"{""coordinates"": [2.312536506893655, 48.86625063131765, 0.0], ""type"": ""Point""}";75;PORTE PRINCIPALE - AVENUE WINSTON CHURCHILL;Paris;75108;Nef du Grand Palais;Site et monument;175
48.8731289658, 2.33289175591;"{""coordinates"": [2.332891755913616, 48.87312896580238, 0.0], ""type"": ""Point""}";75;1ER ÉTAGE DES GALERIES LAFAYETTE - 40 BOULEVARD HAUSSMANN;Paris;75109;Galerie des Galeries;Musée et écomusée;183
48.8433592709, 2.25140577505;"{""coordinates"": [2.251405775054557, 48.84335927087023, 0.0], ""type"": ""Point""}";75;24 RUE NUNGESSER ET COLI - IMMEUBLE MOLITOR;Paris;75116;Le Corbusier (appartement-atelier);Site et monument;228
48.852152417, 2.26508931768;"{""coordinates"": [2.265089317677644, 48.8521524170441, 0.0], ""type"": ""Point""}";75;10 SQUARE DU DR BLANCHE - MAISON LA ROCHE;Paris;75116;Le Corbusier (fondation);Site et monument;229
48.8867358601, 2.34151570366;"{""coordinates"": [2.341515703657649, 48.88673586013672, 0.0], ""type"": ""Point""}";75;2 RUE DU MONT CENIS;Paris;75118;Cimetière du Calvaire;Site et monument;248
48.8596113063, 2.3893989805;"{""coordinates"": [2.389398980501183, 48.859611306266274, 0.0], ""type"": ""Point""}";75;16 RUE DU REPOS - ET 8 BOULEVARD DE MÉNILMONTANT;Paris;75120;Cimetière du père Lachaise;Site et monument;258
48.8745024119, 2.39929720942;"{""coordinates"": [2.399297209422483, 48.87450241188976, 0.0], ""type"": ""Point""}";75;40 RUE DU TÉLÉGRAPHE;Paris;75120;Cimetière de Belleville;Site et monument;259
48.5622372674, 3.28848139212;"{""coordinates"": [3.288481392124892, 48.56223726737615, 0.0], ""type"": ""Point""}";77;PLACE DU CHÂTEL;PROVINS;77379;Hôtel de Savigny;Site et monument;282
48.7020074795, 2.06002800102;"{""coordinates"": [2.060028001018879, 48.702007479500395, 0.0], ""type"": ""Point""}";78;DOMAINE DE COUBERTIN;SAINT-REMY-LES-CHEVREUSE;78575;Collections de la fondation de Coubertin;Musée et écomusée;307
48.8038590189, 2.12818896024;"{""coordinates"": [2.128188960243509, 48.80385901887792, 0.0], ""type"": ""Point""}";78;1 AVENUE DE Paris;VERSAILLES;78646;Musée des carrosses;Musée et écomusée;309
48.5187824713, 2.37395002462;"{""coordinates"": [2.373950024621263, 48.518782471283, 0.0], ""type"": ""Point""}";91;Château DU SAUSSAY;BALLANCOURT-SUR-ESSONNE;91045;Château Saussay;Site et monument;318
48.5137615772, 2.21800743165;"{""coordinates"": [2.21800743164745, 48.513761577237396, 0.0], ""type"": ""Point""}";91;38 RUE DU COMMANDANT ARNOUX - CENTRE ARTISTIQUE ET CULTUREL;CHAMARANDE;91132;Domaine départemental de Chamarande;Site et monument;319
48.4347947863, 2.16170497153;"{""coordinates"": [2.161704971529341, 48.43479478630895, 0.0], ""type"": ""Point""}";91;SERVICE DU TOURISME - HÔTEL ANNE-DE-PISSELEU;ETAMPES;91223;Etampes, Ville royale;Site et monument;324
48.642167144, 2.29227658558;"{""coordinates"": [2.292276585578763, 48.64216714400162, 0.0], ""type"": ""Point""}";91;12 RUE DE Paris;LONGPONT-SUR-ORGE;91347;Basilique ND-de-bonne-garde;Site et monument;325
48.8633642506, 2.63539135576;"{""coordinates"": [2.63539135576228, 48.86336425058824, 0.0], ""type"": ""Point""}";77;ROUTE DE LAGNY;TORCY;77479;Ile de loisirs de Vaires-Torcy;Espace de loisirs, espace récréatif;378
48.9943471366, 1.96362047506;"{""coordinates"": [1.963620475060699, 48.994347136639405, 0.0], ""type"": ""Point""}";78;CHEMIN DU ROUILLARD;VERNEUIL-SUR-SEINE;78642;Ile de loisirs du val de Seine;Espace de loisirs, espace récréatif;379
48.7552988462, 2.32981138485;"{""coordinates"": [2.32981138484941, 48.75529884619838, 0.0], ""type"": ""Point""}";94;22-24 ALLÉE DES JACHÈRES;FRESNES;94034;Playmobil fun park;Espace de loisirs, espace récréatif;389
48.7764801298, 1.96156820477;"{""coordinates"": [1.961568204766227, 48.77648012982898, 0.0], ""type"": ""Point""}";78;BOULEVARD ANDRÉ MALRAUX;ELANCOURT;78208;France Miniature;Espace de loisirs, espace récréatif;400
48.6244651026, 1.87390905665;"{""coordinates"": [1.873909056652436, 48.62446510256775, 0.0], ""type"": ""Point""}";78;ROUTE DU COIN DU BOIS;SONCHAMP;78601;Espace Rambouillet;Musée et écomusée;415
48.8428011508, 2.33376622569;"{""coordinates"": [2.333766225690332, 48.842801150783245, 0.0], ""type"": ""Point""}";75;100 BIS RUE D'ASSAS;Paris;75106;Musée Zadkine;Musée et écomusée;423
48.822724727, 2.27346532471;"{""coordinates"": [2.273465324711429, 48.82272472698911, 0.0], ""type"": ""Point""}";92;16 RUE AUGUSTE GERVAIS;ISSY-LES-MOULINEAUX;92040;Musée français de la carte à jouer;Musée et écomusée;430
